Date,Customer ID,Order ID,Order Amount,Marketing Campaign,Product Launch,City,Payment Method,Customer Segment,Sales Representative,Discount Applied
2/27/2022 21:07,25585691,669930033,1907.916,Email Promo,No,Denver,PayPal,Regular Customer,Betty Martinez,No
6/23/2023 11:56,6836,760751397,987.19,Email Promo,No,Fort Worth,Credit Card,New Customer,Joseph Martin,No
8/22/2022 16:40,4511,46169809,963.88,Email Promo,No,Los Angeles,PayPal,Regular Customer,Richard White,No
7/9/2021 22:59,82148589,372937,425.11,Referral,No,Houston,Credit Card,New Customer,Steven Wright,No
8/26/2023 7:03,44803084,2205216,1083.86,Email Promo,No,Phoenix,Cash,High-Value Customer,Linda Clark,No
5/18/2020 14:18,83183146,65717394,1022.01,Email Promo,Yes,San Antonio,Cash,Regular Customer,Charles Anderson,No
6/19/2021 3:52,854689236,788071018,148.86,Holiday Campaign,No,Portland,PayPal,High-Value Customer,Donna Brooks,No
5/31/2021 20:16,43478,440,539.253,Summer Sale,No,San Antonio,PayPal,High-Value Customer,Mary Johnson,No
11/12/2021 17:12,7197873,93496,240.3108,Email Promo,No,Oklahoma City,Cash,High-Value Customer,Thomas Turner,No
3/29/2023 1:50,3720719,4331,577.41,Email Promo,No,Phoenix,Credit Card,Loyal Customer,Donna Brooks,No
7/17/2022 0:54,84277131,14309622,1783.25,Holiday Campaign,Yes,Baltimore,Credit Card,Loyal Customer,Brian Mitchell,No
8/28/2023 23:36,785529799,65789,289.48,Summer Sale,Yes,Las Vegas,PayPal,Regular Customer,Michael Wilson,No
8/7/2021 1:40,96156,7306949,154.95,Summer Sale,No,Boston,PayPal,Regular Customer,Thomas Turner,No
10/14/2023 1:03,8084860,708033296,1455.201,Holiday Campaign,Yes,Oklahoma City,PayPal,Loyal Customer,Paul Rodriguez,No
11/29/2020 7:17,644934474,91659362,1846.98,Holiday Campaign,Yes,Seattle,Cash,New Customer,Betty Martinez,No
7/11/2022 14:25,9684,4150749,655.605,Summer Sale,No,Dallas,Credit Card,Regular Customer,Linda Clark,No
4/4/2021 21:31,9432417,4461926,1254.312,Summer Sale,Yes,Los Angeles,PayPal,Regular Customer,Elizabeth Davis,No
6/11/2022 4:26,165576244,208767180,426.56,Referral,Yes,Milwaukee,Cash,New Customer,Nancy Moore,No
11/13/2021 20:25,40872,57509996,282.84,Holiday Campaign,Yes,Chicago,Cash,Regular Customer,Daniel Scott,No
12/1/2020 13:02,392987100,2099,1389.936,Referral,No,San Antonio,Credit Card,Loyal Customer,Steven Wright,No
9/28/2022 14:49,9302512,990540961,1328.17,Referral,Yes,Charlotte,Cash,Loyal Customer,Lisa Garcia,No
5/5/2023 1:44,41965,3510625,1635.71,Referral,No,Denver,PayPal,High-Value Customer,Jennifer Jones,No
8/21/2021 0:58,62904,90466,1523.15,Email Promo,Yes,Louisville,Credit Card,High-Value Customer,John Smith,No
9/7/2022 1:23,869150,955856859,800.54,Referral,No,Columbus,PayPal,Loyal Customer,Joseph Martin,No
10/21/2022 14:55,42446940,729633501,363.29,Holiday Campaign,Yes,Baltimore,PayPal,Regular Customer,Edward Torres,No
5/13/2022 1:10,729984374,86518145,1454.76,Summer Sale,No,Indianapolis,Cash,Regular Customer,Dorothy King,No
7/11/2022 15:45,627770473,345,1253.94,Holiday Campaign,No,Phoenix,PayPal,New Customer,Kenneth Nelson,No
10/22/2020 15:21,453235,68461,788.616,Referral,Yes,San Francisco,Credit Card,Loyal Customer,Karen Lewis,No
9/25/2021 11:07,4506572,18591,811.836,Email Promo,No,Los Angeles,Credit Card,New Customer,Patricia Miller,No
3/20/2023 3:04,9100156,55199235,1725.17,Referral,No,Memphis,Cash,New Customer,Thomas Turner,No
10/14/2023 20:25,46986710,76903,1896.55,Holiday Campaign,Yes,Washington,Cash,New Customer,Robert Lee,No
9/8/2021 6:41,993319249,1521771,1657.05,Email Promo,No,Milwaukee,PayPal,Regular Customer,John Smith,No
3/14/2022 18:59,18186773,3915,1407.47,Summer Sale,No,Milwaukee,Cash,Loyal Customer,Carol Hall,No
11/24/2022 22:06,5901,1030,1582.3944,Email Promo,Yes,San Diego,PayPal,Loyal Customer,William Taylor,No
7/25/2020 11:30,97998201,9623227,1742.751,Holiday Campaign,No,Louisville,PayPal,Regular Customer,Elizabeth Davis,No
2/21/2023 6:32,6788197,490346952,105.444,Referral,Yes,San Diego,Cash,New Customer,Ashley Perez,No
12/24/2022 10:34,36169,636068860,206.0208,Holiday Campaign,Yes,Las Vegas,PayPal,Loyal Customer,Donna Brooks,No
1/19/2023 21:54,7662,499248654,1837.392,Holiday Campaign,No,Memphis,Credit Card,Regular Customer,Thomas Turner,No
2/10/2021 15:10,172548603,49060946,2164.956,Summer Sale,Yes,Baltimore,Cash,Loyal Customer,Linda Clark,No
4/24/2021 9:32,8386319,43678,678.528,Holiday Campaign,Yes,New York,PayPal,Regular Customer,Jessica Jackson,No
10/7/2022 19:35,59856,9517,1019.529,Referral,No,Las Vegas,Credit Card,Loyal Customer,Robert Lee,No
9/22/2021 3:15,4255,716921,668.46,Referral,Yes,Detroit,Cash,Regular Customer,David Hall,No
6/23/2022 5:44,83274700,3297657,834.74,Email Promo,Yes,Milwaukee,Cash,Loyal Customer,George Harris,No
7/10/2023 1:35,97793,5241585,667.1,Referral,No,Austin,PayPal,New Customer,Patricia Miller,No
5/12/2020 21:08,288100003,1029010,573.74,Email Promo,Yes,Memphis,PayPal,Loyal Customer,Richard White,No
10/12/2020 13:24,821,705484,1393.02,Email Promo,Yes,San Jose,Cash,Regular Customer,Robert Lee,No
6/14/2023 9:57,9881482,935,1216.8,Email Promo,No,Indianapolis,PayPal,Loyal Customer,Susan Harris,No
8/1/2022 17:54,380807183,96597741,495.369,Referral,No,New York,Cash,Regular Customer,Joseph Martin,No
2/29/2020 1:33,648533805,531868,1092.84,Referral,No,San Jose,Cash,Regular Customer,John Smith,No
5/7/2020 15:45,43281092,185365,142.353,Holiday Campaign,Yes,Milwaukee,PayPal,Loyal Customer,Margaret Young,No
10/24/2022 17:27,476309006,1327,853.5,Holiday Campaign,Yes,Denver,Cash,Regular Customer,Kenneth Nelson,No
8/6/2020 17:16,821627,1845562,708.13,Referral,No,Washington,Cash,New Customer,Lisa Garcia,No
8/30/2020 21:19,42965402,6620,304.524,Summer Sale,Yes,Detroit,PayPal,Loyal Customer,Sandra Adams,No
3/28/2020 16:04,90094,2266899,757.4,Holiday Campaign,No,Fort Worth,Cash,Regular Customer,William Taylor,No
8/4/2021 13:07,13951,3014,1423.44,Summer Sale,Yes,Seattle,PayPal,Loyal Customer,Jessica Jackson,No
7/23/2020 8:51,9132828,3837,1479.15,Referral,Yes,Seattle,PayPal,Loyal Customer,Patricia Miller,No
6/30/2022 17:04,85673,97537329,975.84,Summer Sale,Yes,Detroit,Cash,Regular Customer,Paul Rodriguez,No
5/8/2022 18:54,336356,2286286,1203.21,Email Promo,No,Detroit,Cash,Regular Customer,James Brown,No
11/24/2020 5:18,385363983,36007,20.2716,Holiday Campaign,Yes,Dallas,Cash,High-Value Customer,Richard White,Yes
6/30/2022 3:38,19896,534948,883.94,Referral,Yes,Detroit,PayPal,High-Value Customer,Susan Harris,No
4/8/2023 12:33,82868,85932,470.862,Holiday Campaign,No,Phoenix,Credit Card,High-Value Customer,Daniel Scott,No
8/29/2022 11:06,3419953,936200997,1763.51,Holiday Campaign,Yes,Chicago,PayPal,Loyal Customer,Elizabeth Davis,No
3/19/2021 4:24,48262966,7606,1112.72,Email Promo,No,San Antonio,Cash,New Customer,Patricia Miller,No
10/31/2020 20:03,6880,689089486,1124,Referral,No,Indianapolis,PayPal,High-Value Customer,Robert Lee,No
7/29/2021 7:19,887989,63506,1140.156,Email Promo,No,Chicago,Cash,Loyal Customer,William Taylor,No
1/11/2021 13:07,418062765,43198619,1944.888,Summer Sale,Yes,Memphis,Credit Card,New Customer,William Taylor,No
5/17/2021 22:21,4946,227165,1282.49,Summer Sale,No,Dallas,Cash,Regular Customer,Sandra Adams,No
10/23/2022 6:06,101026331,88839,787.04,Holiday Campaign,Yes,Baltimore,Cash,Loyal Customer,Jennifer Jones,No
8/1/2023 6:25,31378,7654245,356.32,Summer Sale,No,San Diego,PayPal,Regular Customer,Susan Harris,No
10/11/2020 13:51,899734,647729010,1539.47,Email Promo,No,San Antonio,Cash,High-Value Customer,Robert Lee,No
11/11/2020 22:01,86157,2875534,598.776,Email Promo,No,San Diego,PayPal,New Customer,Jessica Jackson,No
12/26/2020 2:04,98107125,1172,1209.9564,Referral,No,Jacksonville,PayPal,Loyal Customer,Carol Hall,No
5/1/2020 17:40,6648,111146,837.3,Holiday Campaign,Yes,Charlotte,Cash,Loyal Customer,Thomas Turner,No
5/6/2023 3:50,654326321,50002463,1152.423,Summer Sale,No,Milwaukee,Credit Card,High-Value Customer,Susan Harris,No
4/27/2021 23:52,2741,372598566,1996.4,Summer Sale,Yes,Denver,Credit Card,High-Value Customer,William Taylor,No
8/4/2023 16:30,8302518,43511080,596.64,Holiday Campaign,Yes,Philadelphia,PayPal,Loyal Customer,Richard White,No
11/22/2021 13:14,32694,1747,573.024,Holiday Campaign,No,Charlotte,PayPal,Loyal Customer,Kenneth Nelson,No
3/1/2022 12:19,648094,230834786,1839.85,Email Promo,No,Fort Worth,PayPal,Loyal Customer,Kenneth Nelson,No
4/4/2023 15:13,66517891,6289983,376.09,Summer Sale,No,Chicago,Credit Card,High-Value Customer,David Hall,No
12/5/2021 18:11,5052,691515525,518.268,Referral,No,Detroit,Cash,New Customer,Paul Rodriguez,No
8/25/2022 0:59,87927,271392764,120.285,Email Promo,Yes,Memphis,Cash,New Customer,Dorothy King,No
5/24/2020 15:00,504974934,282857,1258.965,Referral,Yes,Detroit,PayPal,Regular Customer,Donna Brooks,No
8/10/2021 10:33,2088,388799187,1632.25,Holiday Campaign,Yes,Nashville,Credit Card,Regular Customer,Jennifer Jones,No
12/17/2022 3:00,591897248,6293,283.284,Email Promo,Yes,Chicago,Cash,New Customer,Lisa Garcia,No
4/4/2020 6:18,319831,13403,86.72,Holiday Campaign,Yes,Detroit,Credit Card,Regular Customer,Michael Wilson,Yes
9/9/2020 10:33,8461198,468682341,1594.73,Summer Sale,No,San Diego,Credit Card,Loyal Customer,Steven Wright,No
6/5/2020 4:42,85515,640012046,1932.03,Summer Sale,Yes,Las Vegas,PayPal,Regular Customer,Dorothy King,No
8/5/2020 13:20,582339,56737121,580.43,Referral,No,San Francisco,PayPal,Loyal Customer,Ashley Perez,No
4/15/2022 22:54,24437,3812,844.51,Referral,Yes,San Antonio,PayPal,Loyal Customer,Joseph Martin,No
5/15/2022 18:29,141661,5632639,1883.59,Summer Sale,No,New York,Credit Card,New Customer,Nancy Moore,No
5/25/2022 21:39,21351,885022,1546.09,Summer Sale,No,Austin,Cash,New Customer,James Brown,No
5/6/2021 18:40,88084,6633,416.493,Email Promo,Yes,Chicago,Cash,New Customer,Jessica Jackson,No
11/23/2023 18:59,40264266,5770407,1287.18,Summer Sale,Yes,Memphis,Credit Card,Loyal Customer,Donna Brooks,No
5/11/2022 2:52,19986180,66553,828.57,Holiday Campaign,No,Boston,Credit Card,New Customer,Lisa Garcia,No
12/30/2023 7:08,73617,368354456,725.94,Referral,No,San Diego,Credit Card,New Customer,Charles Anderson,No
11/24/2021 17:52,87721562,5357731,927.324,Holiday Campaign,No,Fort Worth,Credit Card,High-Value Customer,Sandra Adams,No
6/23/2023 16:39,91305,144634154,1223.62,Referral,Yes,Chicago,PayPal,Regular Customer,Jessica Jackson,No
10/23/2020 10:02,9387790,422259500,59.84,Referral,No,Fort Worth,PayPal,Loyal Customer,Edward Torres,Yes
11/22/2022 16:01,469,4329,453.036,Summer Sale,Yes,Denver,Credit Card,New Customer,Donna Brooks,No
4/19/2021 9:09,5560883,12936183,1506.68,Holiday Campaign,No,Los Angeles,Cash,New Customer,Joseph Martin,No
11/26/2020 14:45,42739170,82453125,2173.692,Referral,Yes,San Francisco,Cash,Loyal Customer,Dorothy King,No
1/14/2020 9:21,715269035,659184747,2332.32,Holiday Campaign,Yes,Fort Worth,Cash,Loyal Customer,Richard White,No
3/3/2020 22:50,462104,870874140,1412.86,Email Promo,Yes,Charlotte,Credit Card,New Customer,Margaret Young,No
7/5/2022 3:05,839974,24072,212.292,Referral,No,Dallas,PayPal,New Customer,George Harris,No
11/19/2021 4:51,38147520,97186,275.736,Holiday Campaign,Yes,Austin,Credit Card,High-Value Customer,Joseph Martin,No
5/26/2022 0:37,1160,99246122,1681.57,Email Promo,No,Philadelphia,Cash,New Customer,Linda Clark,No
5/18/2023 1:59,975823868,73031,1489.365,Email Promo,No,Seattle,PayPal,Regular Customer,Mark Walker,No
3/24/2023 18:39,4452881,99033221,1145.58,Email Promo,No,Philadelphia,Cash,New Customer,Paul Rodriguez,No
1/4/2020 23:39,55415784,6098,1001.628,Referral,Yes,San Francisco,Cash,Regular Customer,Sandra Adams,No
4/5/2020 7:06,29775931,4561437,437.64,Holiday Campaign,Yes,Detroit,PayPal,New Customer,Ashley Perez,No
8/4/2023 3:20,44686722,84743,118.57,Summer Sale,No,Seattle,Credit Card,Loyal Customer,David Hall,No
4/2/2023 3:54,5136,1030571,1528.803,Referral,No,Denver,Cash,Regular Customer,Richard White,No
11/21/2022 2:07,25059558,29492,1122.96,Email Promo,Yes,Las Vegas,PayPal,High-Value Customer,Brian Mitchell,No
5/5/2023 7:17,80426034,61543415,1300.167,Referral,No,Milwaukee,PayPal,High-Value Customer,John Smith,No
9/24/2020 0:43,6595967,97288283,1884.54,Email Promo,Yes,Oklahoma City,Credit Card,New Customer,Sandra Adams,No
9/28/2020 4:36,94851955,38439379,1115.69,Email Promo,No,New York,PayPal,Regular Customer,James Brown,No
2/19/2021 16:50,92543325,3469,890.28,Email Promo,Yes,Chicago,Cash,Loyal Customer,Ashley Perez,No
3/30/2020 22:18,7480666,22149,1321.32,Summer Sale,No,Oklahoma City,Credit Card,New Customer,Joseph Martin,No
10/20/2021 8:11,106815,46786765,1307.763,Holiday Campaign,Yes,Indianapolis,PayPal,Loyal Customer,James Brown,No
11/10/2020 4:19,210930,7639,174.672,Referral,No,Detroit,Credit Card,High-Value Customer,Daniel Scott,No
1/26/2023 9:42,470553892,5639868,1478.928,Holiday Campaign,No,Philadelphia,Cash,Loyal Customer,John Smith,No
1/7/2021 21:36,630065012,622428901,592.872,Referral,No,Boston,PayPal,Regular Customer,Jennifer Jones,No
9/18/2021 21:13,12785,687910444,407.205,Holiday Campaign,Yes,Memphis,Credit Card,Loyal Customer,Sandra Adams,No
8/30/2022 8:38,45562,789754,856.25,Referral,Yes,Washington,Credit Card,Regular Customer,Paul Rodriguez,No
11/22/2021 10:15,381615,9710459,1617.3,Summer Sale,Yes,Columbus,Cash,Loyal Customer,Edward Torres,No
8/5/2023 5:42,587748033,526216092,364.05,Summer Sale,No,Las Vegas,PayPal,New Customer,Ashley Perez,No
10/14/2023 17:13,742259443,256861,392.1,Referral,Yes,Milwaukee,Credit Card,New Customer,Jennifer Jones,No
10/13/2023 10:48,131,7511209,1242.25,Email Promo,No,Portland,PayPal,Regular Customer,Donna Brooks,No
9/20/2021 5:11,705094,676576247,1617.759,Referral,Yes,Nashville,Cash,Regular Customer,Patricia Miller,No
1/3/2022 19:20,2958550,4865523,1746.954,Email Promo,No,Detroit,Cash,New Customer,James Brown,No
6/16/2021 5:51,331765054,70817,760.1,Holiday Campaign,Yes,Houston,Credit Card,New Customer,Michael Wilson,No
6/21/2020 10:51,95338,1154929,1238.38,Referral,No,Baltimore,Cash,New Customer,George Harris,No
9/21/2020 23:20,3293427,21205,1318.03,Summer Sale,Yes,Seattle,Cash,High-Value Customer,Kenneth Nelson,No
10/15/2020 8:36,360161903,7351653,1240.98,Referral,No,Fort Worth,Credit Card,Loyal Customer,Steven Wright,No
6/9/2023 9:29,59982179,3370,818.72,Holiday Campaign,No,Washington,Credit Card,New Customer,Nancy Moore,No
12/13/2022 5:10,568463,424625,928.608,Referral,Yes,Louisville,Cash,Loyal Customer,Lisa Garcia,No
5/13/2022 22:16,703512,5715,88.533,Holiday Campaign,Yes,Charlotte,Credit Card,Regular Customer,Donna Brooks,Yes
5/30/2023 2:52,96364002,7642433,934.36,Referral,No,Philadelphia,Cash,New Customer,Edward Torres,No
1/28/2020 14:14,2803,494444,2249.352,Holiday Campaign,No,San Francisco,PayPal,Loyal Customer,Lisa Garcia,No
4/10/2022 7:40,1328276,175539782,1058.06,Referral,Yes,Charlotte,Cash,Loyal Customer,George Harris,No
1/24/2022 3:34,856,67805,379.836,Summer Sale,No,Houston,Cash,Regular Customer,Elizabeth Davis,No
2/18/2023 11:42,16310,8357900,2124.216,Email Promo,Yes,San Antonio,Cash,High-Value Customer,Mary Johnson,No
10/11/2021 7:08,199511536,9492,1168.947,Email Promo,Yes,Columbus,Credit Card,High-Value Customer,Paul Rodriguez,No
3/31/2022 15:02,92531,8808,1507.275,Holiday Campaign,No,San Antonio,Cash,High-Value Customer,Jennifer Jones,No
1/24/2021 16:36,354837326,540426,1809.132,Summer Sale,No,Baltimore,PayPal,High-Value Customer,George Harris,No
8/28/2023 8:37,67986,213179971,307.08,Holiday Campaign,Yes,Phoenix,Credit Card,New Customer,Mark Walker,No
12/19/2023 11:22,80537419,745445133,1412.712,Referral,Yes,San Antonio,Credit Card,New Customer,William Taylor,No
12/27/2023 12:18,5716,8051976,80.208,Holiday Campaign,Yes,San Jose,Cash,Regular Customer,Jessica Jackson,Yes
9/10/2023 0:48,1043,9746263,1314.567,Email Promo,No,Milwaukee,Credit Card,New Customer,Kenneth Nelson,No
1/5/2020 4:07,234362,279569,999.2808,Referral,No,Phoenix,Cash,Loyal Customer,Jennifer Jones,No
8/1/2021 16:28,9252848,881303246,1460.03,Referral,No,Fort Worth,Cash,Regular Customer,Nancy Moore,No
10/13/2023 16:39,9569,5171350,390.384,Holiday Campaign,Yes,Houston,Cash,Regular Customer,Linda Clark,No
9/4/2023 11:48,27959184,3216,208.36,Referral,No,Memphis,Credit Card,New Customer,Mark Walker,No
9/3/2022 15:23,64775153,2847572,472.32,Summer Sale,No,Boston,Credit Card,High-Value Customer,Joseph Martin,No
2/23/2022 3:19,863033910,91812,451.872,Holiday Campaign,No,Seattle,Credit Card,Regular Customer,Jennifer Jones,No
4/15/2021 14:00,286415401,3532597,1486.55,Referral,No,Houston,PayPal,High-Value Customer,Linda Clark,No
3/6/2020 21:55,70543828,912819,1614.77,Holiday Campaign,No,Los Angeles,Cash,New Customer,Joseph Martin,No
4/9/2020 23:47,7710472,220870980,259.33,Referral,No,Las Vegas,Credit Card,High-Value Customer,Mary Johnson,No
11/16/2023 18:51,70884957,838513041,414.8388,Email Promo,No,San Diego,PayPal,Regular Customer,Charles Anderson,No
1/20/2021 16:40,5803,806,369.528,Summer Sale,No,San Diego,Credit Card,Loyal Customer,Jennifer Jones,No
8/15/2020 12:44,672826060,1478799,73.97,Referral,Yes,Denver,Credit Card,New Customer,Michael Wilson,Yes
3/11/2020 7:51,4692293,80888,1462.32,Email Promo,Yes,Jacksonville,Credit Card,High-Value Customer,Michael Wilson,No
12/21/2021 0:24,3833315,647,63.882,Referral,No,Baltimore,Cash,Loyal Customer,Mark Walker,Yes
4/29/2022 11:08,40339173,347640623,468.72,Referral,Yes,Houston,Credit Card,New Customer,Kenneth Nelson,No
1/19/2023 6:03,8217,626775834,596.916,Holiday Campaign,No,Columbus,PayPal,New Customer,John Smith,No
4/7/2023 8:13,4512687,51933953,689.75,Holiday Campaign,Yes,Phoenix,PayPal,High-Value Customer,Mary Johnson,No
3/3/2020 15:01,4916071,78231,519.65,Summer Sale,Yes,Fort Worth,PayPal,Regular Customer,Jennifer Jones,No
12/6/2023 13:49,299485,1060,1786.428,Email Promo,No,Austin,PayPal,New Customer,Linda Clark,No
2/2/2021 3:22,1533,9537,453.8268,Summer Sale,No,Nashville,Credit Card,Regular Customer,Carol Hall,No
6/22/2022 14:37,6621,3095961,187.22,Holiday Campaign,Yes,Washington,PayPal,Loyal Customer,Charles Anderson,No
10/16/2023 0:13,6544432,996438,755.71,Summer Sale,No,Washington,PayPal,New Customer,Linda Clark,No
10/10/2022 6:48,914748,684397487,50.5,Summer Sale,Yes,Seattle,Credit Card,Loyal Customer,Jennifer Jones,Yes
2/10/2023 0:53,459587,33377,285.552,Holiday Campaign,No,Nashville,Cash,High-Value Customer,Sandra Adams,No
5/17/2021 12:50,546181467,526481057,1882.7,Summer Sale,No,Seattle,Cash,New Customer,Lisa Garcia,No
4/29/2022 3:31,7556,162830461,1257.1,Holiday Campaign,No,Washington,Cash,Loyal Customer,Daniel Scott,No
11/1/2022 16:27,4433,2265,1030.476,Holiday Campaign,No,Boston,PayPal,Regular Customer,David Hall,No
11/13/2022 2:36,46770483,53884968,1397.2608,Email Promo,No,Houston,Credit Card,New Customer,Daniel Scott,No
3/24/2022 22:04,50499,7320350,1859.85,Holiday Campaign,No,Austin,Credit Card,Loyal Customer,Jennifer Jones,No
9/9/2021 16:38,71754876,385552881,1855.34,Email Promo,No,Baltimore,PayPal,High-Value Customer,Michael Wilson,No
2/15/2020 7:21,1654983,5377,987.228,Summer Sale,No,Houston,PayPal,New Customer,Edward Torres,No
10/3/2023 13:40,5180,278243,1227.58,Referral,No,Milwaukee,Cash,New Customer,Joseph Martin,No
12/30/2023 11:49,121811315,639111193,1888.476,Summer Sale,No,Boston,Credit Card,Regular Customer,James Brown,No
10/23/2023 10:21,5917265,50015766,1488.42,Email Promo,Yes,Boston,PayPal,Loyal Customer,James Brown,No
5/24/2021 11:17,28329704,34195880,1626.7,Referral,Yes,Las Vegas,Cash,New Customer,Edward Torres,No
4/6/2023 5:04,619316233,5668,954.59,Summer Sale,No,Chicago,PayPal,New Customer,Edward Torres,No
8/11/2020 7:09,697100,9488037,71.55,Email Promo,Yes,Columbus,PayPal,High-Value Customer,Sandra Adams,Yes
11/21/2020 17:45,44749492,4679,764.556,Holiday Campaign,Yes,Washington,Credit Card,High-Value Customer,Susan Harris,No
12/15/2023 13:16,25793058,1329,1277.904,Email Promo,No,New York,Credit Card,Loyal Customer,Carol Hall,No
12/13/2023 1:34,88671496,112577774,457.14,Email Promo,Yes,San Diego,Credit Card,Loyal Customer,Mark Walker,No
1/21/2023 0:09,10957893,19865289,1247.496,Referral,No,Philadelphia,PayPal,Loyal Customer,Edward Torres,No
12/13/2022 12:55,540983,36666129,1085.124,Holiday Campaign,No,Fort Worth,Cash,New Customer,Paul Rodriguez,No
11/29/2021 0:42,181927,82613,188.304,Holiday Campaign,No,Houston,PayPal,New Customer,Elizabeth Davis,No
5/15/2020 18:40,1577,8470,1765.18,Referral,Yes,Austin,Credit Card,Regular Customer,Robert Lee,No
3/27/2022 10:11,860413,6406705,593.89,Holiday Campaign,Yes,Washington,Cash,Loyal Customer,Steven Wright,No
7/27/2020 23:33,4057657,534216324,1803.86,Referral,Yes,Fort Worth,Credit Card,New Customer,Jessica Jackson,No
12/12/2021 23:04,202465,9109,1457.304,Referral,Yes,Las Vegas,Cash,Regular Customer,Dorothy King,No
10/17/2022 6:40,87814,6381753,1084.6,Referral,No,Nashville,Cash,Regular Customer,Elizabeth Davis,No
12/27/2022 5:58,44442,6116257,204.822,Email Promo,Yes,Oklahoma City,PayPal,Regular Customer,Dorothy King,No
1/22/2023 2:51,710860,759,1399.284,Email Promo,Yes,Columbus,PayPal,High-Value Customer,Paul Rodriguez,No
8/10/2021 13:22,65089237,2891,267.15,Holiday Campaign,No,Nashville,Cash,New Customer,Jennifer Jones,No
2/20/2021 20:36,292498864,504503,1498.404,Summer Sale,Yes,San Diego,Cash,Loyal Customer,Jennifer Jones,No
9/22/2022 19:52,322349,4348936,91.66,Holiday Campaign,Yes,Jacksonville,Cash,Regular Customer,Steven Wright,Yes
5/3/2020 20:04,6131775,6991721,305.81,Holiday Campaign,Yes,Austin,Cash,New Customer,Patricia Miller,No
5/11/2021 15:00,72911834,5950,795.01,Summer Sale,No,Oklahoma City,PayPal,Loyal Customer,Jessica Jackson,No
8/11/2020 19:09,228524,32507101,1594.22,Holiday Campaign,Yes,Oklahoma City,PayPal,Loyal Customer,Mary Johnson,No
7/29/2022 14:03,129482,90958,1658.82,Holiday Campaign,No,Las Vegas,Cash,High-Value Customer,Ashley Perez,No
10/19/2020 20:45,471565582,935255,233.61,Email Promo,Yes,Dallas,Credit Card,High-Value Customer,James Brown,No
10/18/2020 1:49,192672488,37150,450.02,Summer Sale,No,Dallas,Credit Card,High-Value Customer,Kenneth Nelson,No
3/2/2020 21:41,5957302,9071,351.5,Referral,Yes,Jacksonville,Cash,High-Value Customer,Patricia Miller,No
3/29/2020 8:23,7994,16269,98.53,Email Promo,Yes,Oklahoma City,PayPal,Regular Customer,Carol Hall,Yes
2/2/2022 12:05,1723702,9060388,712.728,Summer Sale,No,Oklahoma City,Credit Card,Regular Customer,Dorothy King,No
8/24/2021 10:12,203174382,6278,1568.27,Referral,Yes,Detroit,PayPal,Loyal Customer,Ashley Perez,No
3/22/2023 10:59,92771753,32114,14.64,Referral,No,Boston,PayPal,Loyal Customer,Mary Johnson,Yes
3/9/2022 19:09,75832,5619765,721.72,Summer Sale,No,San Jose,PayPal,New Customer,Mary Johnson,No
5/22/2023 4:42,638561,8319203,1846.31,Holiday Campaign,No,Philadelphia,Cash,New Customer,Michael Wilson,No
7/8/2023 20:11,21998277,588810090,936.78,Summer Sale,Yes,Seattle,Cash,Loyal Customer,Robert Lee,No
8/24/2022 8:00,86707876,99148252,1281.58,Referral,No,Philadelphia,Cash,Regular Customer,Steven Wright,No
3/23/2022 7:39,839950337,3501638,1869.13,Email Promo,No,San Francisco,Cash,New Customer,Susan Harris,No
12/2/2023 3:53,64488,583797,157.2048,Email Promo,Yes,Las Vegas,PayPal,High-Value Customer,James Brown,No
11/25/2023 4:23,749745,76327,398.796,Summer Sale,No,Charlotte,Cash,Loyal Customer,Linda Clark,No
12/31/2021 7:10,16195388,562256768,1771.368,Holiday Campaign,No,Chicago,Cash,Regular Customer,Linda Clark,No
5/21/2021 21:29,32642,75640,742.17,Summer Sale,No,Las Vegas,Cash,High-Value Customer,William Taylor,No
2/28/2021 16:12,398772700,3598,1197.72,Summer Sale,Yes,Oklahoma City,Credit Card,New Customer,Joseph Martin,No
9/24/2023 17:09,123327,54169156,339.786,Summer Sale,No,Memphis,Cash,New Customer,Richard White,No
1/25/2022 8:54,8406,93652,955.104,Summer Sale,No,Seattle,Credit Card,New Customer,George Harris,No
1/16/2023 8:13,39122489,38678,2247.108,Summer Sale,No,San Francisco,PayPal,Regular Customer,Jennifer Jones,No
5/7/2020 5:08,9269844,916164,31.25,Holiday Campaign,Yes,Memphis,Cash,Regular Customer,Patricia Miller,Yes
1/27/2020 20:39,8438,447853290,1773.984,Email Promo,No,Phoenix,PayPal,High-Value Customer,Sandra Adams,No
4/6/2022 2:13,9477,72643,303.615,Email Promo,Yes,Memphis,Credit Card,New Customer,Richard White,No
7/13/2023 7:07,82523,862313982,1569.47,Referral,Yes,Memphis,Cash,Loyal Customer,Betty Martinez,No
7/9/2022 13:54,449584,3903,1905.43,Holiday Campaign,No,San Jose,Cash,High-Value Customer,Daniel Scott,No
7/3/2021 4:38,4540064,517545,739.63,Holiday Campaign,No,Boston,Credit Card,Regular Customer,Susan Harris,No
2/15/2021 4:45,87502826,966069,1153.944,Email Promo,Yes,Detroit,Credit Card,Regular Customer,Steven Wright,No
1/12/2021 3:13,714815,92713,257.424,Email Promo,Yes,San Francisco,PayPal,High-Value Customer,Kenneth Nelson,No
9/13/2022 11:44,6193172,24182155,1058.72,Email Promo,No,Phoenix,Cash,High-Value Customer,Joseph Martin,No
